School,Gender,Address,Family_Size,Parental_Status,School_Support,Family_Support,Extra_Paid_Class,Extra_Curricular_Activities,Attended_Nursery,Wants_Higher_Education,Internet_Access,In_Relationship,Mother_Job,Father_Job,Reason_for_Choosing_School,Guardian,Age,Study_Time,Failures,Absences,G1,G2,G3,Dropped_Out
MS,M,R,LE3,A,yes,no,no,yes,no,no,no,no,services,other,reputation,other,20,3,1,88,14,12,14,1
MS,F,R,GT3,T,no,no,yes,yes,yes,yes,yes,no,teacher,services,reputation,other,20,3,0,23,12,14,16,0
GP,F,U,GT3,T,no,yes,no,no,no,no,no,yes,services,teacher,home,mother,17,3,2,44,14,14,15,1
GP,M,U,GT3,A,yes,no,yes,yes,yes,yes,no,yes,at_home,other,other,other,16,2,1,35,5,3,6,1
GP,M,U,LE3,A,no,yes,yes,no,no,yes,yes,no,health,at_home,other,other,20,2,3,96,5,3,5,1
GP,F,R,GT3,A,yes,no,no,no,yes,no,no,yes,at_home,teacher,other,mother,15,4,3,3,12,10,11,1
GP,M,U,GT3,A,no,yes,yes,no,yes,yes,yes,no,teacher,health,course,father,16,2,1,64,16,13,10,1
GP,M,R,GT3,T,no,no,yes,no,no,yes,no,yes,other,other,reputation,father,15,3,0,55,12,11,13,0
GP,M,R,LE3,A,no,yes,yes,yes,yes,no,yes,yes,other,health,course,father,19,2,1,10,15,17,19,0
GP,F,U,LE3,T,yes,yes,yes,yes,no,yes,no,yes,other,other,home,father,16,3,3,84,18,18,19,1
MS,F,U,GT3,A,yes,no,yes,yes,no,no,no,no,at_home,at_home,other,father,16,2,3,24,6,8,5,1
MS,M,U,GT3,T,yes,no,no,no,yes,no,yes,yes,other,services,course,father,15,2,3,49,16,15,12,1
GP,F,U,GT3,T,yes,yes,no,no,yes,no,no,no,health,at_home,other,mother,17,3,1,91,12,9,7,1
GP,M,U,GT3,T,no,yes,no,no,yes,no,no,no,teacher,health,course,father,20,1,1,51,5,5,5,1
MS,M,R,LE3,A,yes,no,no,yes,no,yes,yes,yes,services,teacher,reputation,mother,19,4,2,5,9,12,13,0
GP,F,R,GT3,A,no,no,no,no,no,yes,yes,yes,health,health,other,other,19,2,0,45,14,16,13,0
GP,M,R,LE3,T,yes,no,yes,yes,no,yes,no,no,teacher,services,course,mother,20,1,2,69,9,6,9,1
GP,M,U,GT3,T,no,yes,yes,yes,yes,yes,yes,no,services,other,home,mother,19,2,3,85,17,17,17,1
MS,F,R,LE3,T,no,yes,yes,no,no,no,yes,yes,other,other,course,mother,16,2,2,14,18,18,20,0
MS,M,U,LE3,T,yes,no,yes,yes,yes,yes,yes,yes,services,health,home,mother,21,2,3,60,12,13,14,1
MS,M,U,GT3,T,no,yes,no,no,no,yes,yes,yes,at_home,teacher,home,father,18,3,0,32,12,9,11,0
MS,M,R,LE3,A,yes,no,yes,no,yes,yes,no,no,at_home,other,other,other,21,2,2,80,14,13,13,1
MS,F,R,GT3,T,no,yes,no,no,no,yes,no,no,other,other,reputation,other,15,1,3,11,16,19,22,0
GP,M,U,LE3,A,yes,no,no,no,yes,no,no,no,other,services,home,other,20,2,2,30,8,11,8,1
MS,F,R,LE3,A,no,no,no,no,yes,yes,yes,no,health,services,home,mother,16,2,1,98,6,8,8,1
GP,M,U,GT3,A,yes,no,no,no,yes,yes,no,no,health,teacher,reputation,mother,17,2,1,33,19,16,18,0
GP,M,R,GT3,T,yes,yes,yes,yes,yes,yes,yes,no,at_home,other,reputation,father,17,3,0,31,10,12,11,0
MS,M,R,LE3,T,no,yes,yes,no,yes,no,no,yes,teacher,at_home,reputation,father,16,3,0,22,15,12,12,0
MS,M,R,LE3,T,no,yes,yes,no,no,no,yes,yes,health,health,home,other,15,1,2,68,17,14,16,1
GP,F,R,GT3,T,yes,yes,yes,yes,yes,no,yes,no,teacher,other,reputation,mother,20,3,0,39,8,9,8,1
GP,F,R,GT3,A,no,yes,no,no,no,yes,no,yes,at_home,health,home,mother,19,2,0,65,6,7,9,1
GP,M,U,GT3,A,yes,yes,no,no,yes,yes,yes,no,health,other,home,mother,19,3,1,30,13,14,15,0
MS,M,R,LE3,A,no,no,no,no,no,no,yes,no,teacher,services,home,other,18,4,2,11,13,14,16,0
MS,M,R,GT3,T,yes,no,yes,no,no,no,yes,no,teacher,teacher,reputation,other,20,3,1,41,11,8,11,1
MS,M,R,GT3,T,no,yes,no,no,yes,no,yes,yes,health,at_home,home,mother,16,2,1,19,6,9,6,1
MS,M,U,LE3,T,yes,no,no,yes,yes,no,no,no,other,services,other,mother,18,2,1,13,7,6,6,1
MS,M,U,GT3,T,yes,no,yes,yes,no,no,yes,yes,services,teacher,home,other,17,4,2,74,13,11,11,1
GP,M,U,GT3,T,no,yes,no,no,yes,yes,no,yes,other,services,reputation,other,21,3,2,59,12,9,12,1
MS,M,U,GT3,T,yes,no,yes,no,yes,no,yes,yes,services,health,reputation,father,21,2,2,94,15,17,19,1
GP,F,U,GT3,A,yes,yes,yes,yes,yes,yes,no,yes,teacher,other,home,father,19,3,1,96,14,13,15,1
GP,F,R,LE3,A,yes,yes,yes,yes,no,no,yes,yes,health,services,home,father,21,3,0,89,6,4,4,1
GP,F,R,GT3,T,yes,yes,no,yes,no,yes,no,no,at_home,teacher,home,mother,20,2,2,1,9,7,4,1
MS,M,R,GT3,A,no,yes,yes,yes,yes,yes,no,no,health,other,other,mother,19,1,0,30,6,7,9,1
MS,M,U,GT3,A,no,yes,no,yes,no,yes,no,yes,other,health,reputation,mother,21,3,1,54,15,13,16,0
MS,M,U,GT3,A,no,no,no,yes,no,no,no,yes,services,health,other,other,18,4,3,34,19,21,21,0
GP,F,R,GT3,A,no,yes,no,no,yes,yes,no,yes,health,at_home,reputation,father,16,1,2,26,16,18,19,0
GP,M,U,GT3,T,yes,yes,no,no,no,yes,yes,yes,services,other,course,other,18,1,0,4,5,4,7,0
GP,F,U,LE3,A,yes,no,yes,no,yes,no,no,yes,other,health,reputation,other,20,3,2,74,13,14,15,1
GP,M,U,LE3,T,yes,yes,no,yes,no,yes,no,yes,other,services,home,other,17,4,1,50,19,16,17,0
GP,F,R,LE3,T,no,no,no,yes,no,yes,no,yes,health,health,reputation,mother,20,3,2,91,17,14,15,1
GP,F,R,GT3,A,yes,no,no,yes,no,yes,yes,yes,at_home,health,reputation,mother,16,2,1,15,19,20,18,0
MS,F,U,GT3,T,yes,yes,yes,yes,yes,yes,no,yes,at_home,health,course,other,20,2,3,39,11,14,12,1
MS,M,U,GT3,A,yes,yes,no,no,no,no,no,no,services,at_home,course,father,17,1,1,89,8,9,10,1
MS,F,U,LE3,T,yes,no,no,no,no,no,yes,yes,health,teacher,other,mother,16,4,3,87,7,5,5,1
MS,M,U,GT3,T,no,yes,no,yes,yes,no,no,no,teacher,health,other,mother,18,4,3,67,7,10,11,1
GP,M,R,LE3,A,yes,yes,no,no,yes,no,yes,yes,other,teacher,home,other,15,1,3,75,17,15,13,1
GP,M,U,GT3,A,no,yes,yes,yes,yes,no,yes,no,services,other,other,mother,18,3,0,81,11,10,8,1
MS,M,R,GT3,T,yes,no,yes,yes,no,yes,no,yes,other,teacher,other,father,16,3,1,77,14,15,18,0
GP,M,R,LE3,A,no,no,yes,yes,yes,yes,yes,yes,services,other,course,other,20,2,3,80,16,13,16,1
MS,F,R,LE3,T,yes,yes,yes,no,no,no,yes,no,health,at_home,home,mother,17,3,1,43,13,12,9,1
MS,M,U,LE3,A,yes,yes,yes,yes,no,no,no,yes,services,other,home,other,18,3,2,40,16,13,10,1
MS,M,R,LE3,T,yes,no,yes,no,no,no,yes,no,services,other,other,other,16,4,1,15,11,14,14,0
GP,M,R,LE3,T,yes,no,yes,yes,no,yes,yes,yes,teacher,services,home,father,17,1,1,41,17,14,17,0
MS,M,U,LE3,T,no,yes,no,no,yes,no,no,no,services,at_home,home,father,21,3,1,19,6,5,2,1
MS,M,U,GT3,T,no,no,yes,yes,no,no,yes,yes,at_home,health,course,mother,17,1,1,61,10,7,6,1
MS,F,U,LE3,T,yes,no,no,yes,no,yes,yes,no,services,at_home,other,other,17,4,0,27,12,13,12,0
GP,F,R,GT3,A,yes,yes,yes,yes,yes,no,yes,no,services,services,home,mother,20,1,3,59,11,14,17,1
GP,M,U,GT3,T,no,yes,yes,yes,no,no,no,yes,health,other,other,mother,16,2,3,40,16,18,20,0
MS,F,R,GT3,A,yes,yes,yes,yes,no,no,no,yes,services,at_home,other,mother,17,2,3,0,6,7,4,1
GP,F,R,GT3,A,yes,no,yes,no,yes,yes,yes,yes,teacher,services,home,father,17,1,2,15,11,10,9,1
GP,M,U,GT3,T,no,yes,no,no,no,no,no,yes,health,health,reputation,other,18,3,2,3,19,16,18,0
GP,F,R,LE3,T,no,no,no,no,no,yes,no,yes,other,other,home,other,17,3,1,53,16,13,11,1
GP,M,R,LE3,A,no,yes,yes,yes,yes,yes,yes,yes,at_home,at_home,reputation,father,21,3,0,95,13,11,12,1
GP,F,R,LE3,T,no,yes,no,no,no,yes,no,yes,at_home,at_home,course,father,20,4,0,28,15,15,18,0
GP,F,R,GT3,T,yes,yes,no,no,yes,yes,yes,yes,other,other,other,mother,15,1,1,71,16,15,16,1
GP,F,U,LE3,A,no,no,no,no,no,yes,yes,no,services,at_home,reputation,mother,16,2,1,65,19,21,20,0
GP,M,R,GT3,A,yes,no,yes,yes,yes,no,no,no,teacher,other,other,father,17,3,3,23,7,4,7,1
GP,F,U,GT3,A,yes,yes,yes,yes,yes,no,no,yes,teacher,services,course,father,21,1,2,40,15,14,12,1
GP,F,R,GT3,A,no,yes,yes,no,yes,no,no,no,teacher,other,course,other,21,4,2,62,7,5,8,1
MS,M,R,GT3,A,yes,no,yes,yes,yes,yes,yes,yes,teacher,health,reputation,other,17,2,2,55,19,18,16,1
MS,M,U,LE3,A,yes,yes,no,no,yes,yes,no,no,services,other,course,other,19,4,2,13,19,20,23,0
GP,F,R,LE3,T,no,no,no,no,yes,no,no,no,other,at_home,other,father,18,3,1,52,9,6,3,1
MS,M,R,LE3,A,no,yes,yes,yes,yes,yes,yes,yes,other,other,course,mother,17,1,1,43,13,11,14,0
MS,F,R,LE3,A,yes,no,no,yes,yes,yes,no,yes,at_home,other,course,other,18,1,2,42,15,16,18,0
GP,F,R,LE3,T,yes,yes,yes,no,yes,no,no,yes,other,other,reputation,father,18,4,3,0,5,5,7,1
GP,M,R,GT3,T,no,yes,no,yes,no,no,yes,no,teacher,health,course,father,15,2,3,96,11,11,9,1
GP,M,R,LE3,T,yes,yes,no,yes,yes,yes,yes,no,services,health,home,mother,16,2,3,10,11,10,8,1
MS,M,U,GT3,T,no,no,yes,no,no,no,yes,no,health,at_home,other,other,15,4,2,19,8,5,3,1
MS,F,U,GT3,T,yes,no,no,yes,no,yes,yes,no,health,at_home,reputation,other,16,3,3,78,10,10,12,1
GP,M,U,GT3,T,yes,yes,yes,yes,no,yes,yes,no,teacher,other,home,father,19,2,1,91,5,3,4,1
GP,F,R,LE3,A,no,no,yes,yes,yes,yes,no,no,at_home,teacher,reputation,other,21,1,2,20,14,11,10,1
GP,M,R,GT3,T,yes,yes,yes,yes,no,no,no,no,health,services,home,mother,15,4,3,86,15,17,14,1
MS,F,R,GT3,T,yes,no,yes,no,no,yes,no,no,teacher,other,course,other,18,3,1,72,8,6,3,1
MS,M,U,LE3,T,no,no,yes,no,no,no,yes,yes,services,services,home,mother,17,1,2,19,15,13,10,1
MS,F,R,GT3,T,no,no,no,yes,no,no,yes,yes,health,health,home,father,19,1,1,16,7,5,5,1
MS,M,U,GT3,A,yes,no,no,no,yes,no,no,yes,teacher,at_home,home,mother,16,1,3,62,16,19,18,1
GP,F,R,GT3,T,yes,no,yes,no,no,no,yes,no,health,teacher,other,mother,15,1,0,78,16,18,19,0
GP,M,R,LE3,T,yes,yes,yes,yes,no,yes,no,no,services,at_home,reputation,mother,19,3,3,4,9,9,11,1
GP,M,R,GT3,A,no,no,yes,yes,no,no,no,yes,other,health,course,mother,20,1,1,45,12,11,10,1
GP,F,U,GT3,A,yes,no,no,no,yes,no,yes,yes,other,other,course,father,15,4,0,51,17,17,14,0
MS,M,R,LE3,A,yes,no,yes,yes,no,no,no,yes,services,health,other,mother,18,4,0,96,9,9,10,1
MS,F,U,LE3,T,yes,no,yes,no,no,yes,yes,yes,services,teacher,other,father,20,4,2,93,5,8,7,1
GP,F,R,GT3,A,yes,no,no,yes,yes,yes,no,no,other,other,other,other,15,2,0,79,6,5,8,1
GP,M,R,LE3,A,yes,no,no,no,no,yes,yes,yes,services,other,home,other,16,4,2,35,6,7,9,1
MS,F,U,LE3,A,yes,no,yes,yes,yes,yes,yes,no,services,teacher,other,other,20,4,0,48,13,11,9,1
GP,M,R,LE3,T,yes,no,no,no,no,no,no,yes,services,at_home,other,other,21,1,0,37,17,19,18,0
MS,M,R,LE3,T,no,yes,no,no,no,yes,no,no,other,other,home,father,20,1,2,87,14,15,17,1
GP,F,R,LE3,A,yes,no,no,no,yes,no,no,yes,other,at_home,reputation,father,16,3,1,88,17,15,13,1
GP,M,R,LE3,T,yes,no,no,no,no,yes,yes,yes,health,services,other,other,17,3,2,26,11,12,9,1
GP,F,U,LE3,T,no,yes,yes,no,no,no,no,no,other,teacher,other,mother,17,4,0,68,19,17,15,0
GP,F,U,GT3,T,no,yes,no,no,yes,yes,yes,yes,health,services,home,other,16,4,3,49,8,7,7,1
GP,M,R,LE3,T,yes,no,no,yes,yes,yes,yes,no,other,other,home,other,21,3,2,84,13,16,17,1
GP,M,R,LE3,T,yes,yes,no,no,no,yes,yes,no,at_home,teacher,home,other,16,2,2,42,17,16,14,1
GP,F,U,LE3,A,yes,yes,no,no,no,yes,no,yes,health,other,reputation,father,16,4,0,98,19,21,22,0
MS,F,R,GT3,A,yes,yes,no,no,no,yes,no,no,services,teacher,other,other,19,4,0,69,13,12,14,0
MS,M,U,LE3,A,yes,yes,no,no,yes,yes,yes,no,at_home,at_home,other,other,20,1,3,8,11,8,6,1
MS,M,R,LE3,A,no,yes,no,no,no,yes,no,yes,other,health,home,other,21,1,0,90,15,17,19,0
MS,M,U,GT3,T,no,yes,yes,no,no,yes,yes,no,other,health,home,father,15,4,2,64,13,15,12,1
MS,M,U,LE3,A,yes,yes,no,no,no,no,yes,no,at_home,teacher,other,other,19,2,2,29,13,11,10,1
GP,F,U,GT3,A,no,no,no,yes,yes,no,no,no,teacher,services,other,other,21,2,2,14,11,14,16,0
GP,M,U,GT3,T,no,yes,yes,yes,yes,no,yes,yes,services,teacher,other,mother,18,3,1,31,9,8,6,1
MS,F,R,LE3,T,no,yes,yes,yes,no,no,no,no,health,at_home,home,other,17,2,2,83,13,14,17,1
GP,F,R,GT3,T,yes,yes,no,no,no,yes,yes,no,at_home,services,reputation,father,15,2,1,3,18,15,12,0
MS,M,U,LE3,T,no,no,no,no,no,no,no,yes,health,teacher,reputation,mother,17,3,0,59,18,20,18,0
MS,F,U,LE3,A,no,yes,no,yes,no,no,yes,no,other,teacher,other,other,21,2,1,54,7,4,4,1
GP,M,U,GT3,T,yes,yes,yes,no,yes,no,yes,no,teacher,other,course,father,18,3,2,33,19,21,22,0
GP,F,U,GT3,T,yes,yes,no,no,no,no,no,no,teacher,at_home,reputation,mother,16,1,0,60,8,7,5,1
GP,M,R,LE3,T,no,no,no,yes,yes,yes,yes,no,health,at_home,course,father,17,3,1,37,19,19,16,0
MS,F,U,LE3,T,yes,yes,yes,no,no,yes,yes,yes,other,health,course,mother,16,4,0,83,10,9,6,1
GP,F,U,GT3,T,no,yes,yes,no,yes,yes,yes,yes,teacher,other,other,father,17,2,0,50,11,13,12,0
MS,M,U,LE3,T,yes,yes,yes,yes,no,yes,yes,yes,services,services,home,mother,21,2,1,57,19,22,23,0
MS,M,U,LE3,A,no,yes,no,yes,no,no,no,yes,other,health,course,other,18,3,0,91,14,17,19,0
MS,F,U,LE3,A,yes,no,yes,no,yes,yes,no,no,at_home,at_home,other,other,17,4,0,24,12,12,11,0
GP,F,U,GT3,A,yes,no,no,yes,no,yes,yes,no,at_home,teacher,home,other,18,2,2,10,19,18,21,0
GP,M,U,LE3,T,no,no,yes,no,yes,no,no,yes,at_home,other,reputation,other,21,1,3,7,8,6,7,1
MS,F,R,LE3,T,no,no,yes,no,no,yes,no,no,services,at_home,other,mother,15,3,3,33,13,14,15,1
GP,M,U,LE3,A,yes,no,no,no,yes,no,yes,no,other,at_home,reputation,mother,19,4,0,26,18,20,18,0
GP,F,U,GT3,A,no,no,no,no,no,no,no,no,health,other,other,mother,18,3,1,21,7,9,8,1
GP,M,U,GT3,A,yes,no,yes,yes,no,yes,yes,yes,health,at_home,course,mother,17,2,3,61,7,10,9,1
MS,F,R,GT3,A,yes,no,yes,no,yes,yes,yes,no,other,health,home,mother,15,2,1,71,16,16,15,1
MS,M,R,LE3,T,no,no,no,yes,no,yes,no,yes,services,other,course,mother,21,2,3,96,9,9,6,1
GP,M,R,GT3,A,yes,no,yes,yes,yes,yes,yes,no,other,at_home,other,other,18,3,2,38,6,9,9,1
MS,F,U,LE3,T,no,yes,yes,no,no,no,yes,yes,health,at_home,other,mother,17,4,2,72,5,2,0,1
GP,M,U,GT3,T,no,no,no,yes,yes,yes,no,yes,other,other,course,father,20,3,1,21,13,13,15,0
GP,F,U,LE3,T,no,no,no,yes,yes,yes,yes,yes,at_home,teacher,other,father,18,2,1,72,19,17,16,1
GP,M,R,GT3,A,yes,no,no,yes,yes,yes,no,yes,other,services,reputation,father,18,3,2,30,12,13,14,1
GP,M,U,LE3,A,no,yes,no,no,yes,no,no,no,teacher,other,course,mother,16,1,1,33,16,16,18,0
MS,M,R,LE3,A,no,yes,no,no,no,yes,yes,no,other,teacher,home,other,17,4,0,67,7,4,6,1
MS,F,R,GT3,T,yes,yes,yes,yes,yes,yes,yes,no,health,at_home,reputation,father,19,2,2,77,15,17,18,1
MS,M,R,LE3,T,no,no,yes,no,yes,yes,no,no,health,health,reputation,mother,18,3,2,58,9,10,8,1
GP,F,R,GT3,A,no,no,yes,no,no,yes,yes,yes,health,at_home,other,mother,15,1,2,7,12,12,15,0
GP,M,R,GT3,T,yes,yes,no,no,yes,no,yes,no,at_home,at_home,course,other,17,2,2,52,6,4,1,1
GP,F,U,LE3,A,no,no,no,no,yes,no,no,no,health,teacher,other,mother,19,3,0,98,11,9,12,1
MS,F,U,LE3,T,no,yes,yes,yes,no,yes,yes,yes,teacher,other,course,mother,17,2,2,85,13,14,13,1
GP,F,R,GT3,T,yes,no,no,no,no,yes,no,no,other,services,course,father,20,4,2,53,8,5,5,1
MS,M,U,GT3,T,no,yes,yes,yes,no,no,no,no,services,services,home,father,19,2,1,69,19,17,14,1
MS,F,U,GT3,T,yes,no,yes,yes,no,yes,no,no,health,other,other,father,19,2,2,96,17,16,14,1
MS,M,R,LE3,T,no,no,yes,yes,no,yes,yes,yes,other,other,course,father,18,4,3,17,6,5,4,1
MS,F,R,GT3,T,no,no,no,yes,no,no,no,no,at_home,health,home,father,16,3,1,7,13,13,11,0
MS,F,U,LE3,T,no,no,yes,no,yes,no,yes,yes,other,other,course,mother,17,1,1,6,14,12,10,1
MS,F,U,LE3,A,yes,no,no,yes,yes,no,no,no,health,health,other,mother,15,1,3,95,5,4,2,1
GP,F,U,GT3,T,yes,yes,yes,yes,yes,no,yes,yes,health,other,course,other,20,4,1,6,10,10,8,1
GP,M,U,GT3,T,no,no,no,yes,no,yes,no,yes,health,health,reputation,father,15,2,0,9,12,12,12,0
MS,F,R,LE3,A,yes,no,yes,no,yes,yes,yes,no,teacher,other,other,father,16,3,2,35,6,6,4,1
MS,F,U,LE3,A,yes,no,yes,yes,no,no,yes,yes,other,other,reputation,father,15,3,2,61,14,11,12,1
GP,M,R,LE3,A,yes,yes,yes,yes,no,yes,no,yes,services,services,home,father,17,4,1,50,18,18,16,0
MS,F,R,LE3,A,yes,no,yes,yes,no,yes,no,yes,teacher,at_home,course,father,15,3,2,94,16,13,13,1
MS,F,U,GT3,T,yes,no,no,yes,no,no,no,yes,services,at_home,other,mother,20,1,1,30,11,10,8,1
GP,F,U,LE3,T,no,no,no,no,no,yes,yes,yes,health,health,home,mother,17,3,2,9,11,11,10,1
MS,F,U,GT3,A,yes,yes,no,no,yes,no,no,no,services,teacher,reputation,father,19,2,1,83,17,16,13,1
MS,M,R,GT3,T,yes,no,no,yes,yes,no,no,yes,services,services,reputation,mother,18,3,1,34,7,5,5,1
MS,M,R,GT3,A,yes,no,no,yes,no,yes,yes,yes,teacher,other,reputation,father,16,4,1,28,14,11,13,0
GP,F,R,LE3,T,no,no,yes,yes,yes,yes,no,yes,teacher,services,reputation,other,16,4,0,93,8,11,13,1
GP,M,R,LE3,T,yes,yes,no,yes,yes,yes,yes,yes,other,teacher,home,father,21,1,1,48,19,22,21,0
GP,M,U,GT3,T,no,no,no,yes,yes,no,yes,no,services,services,course,other,15,1,0,30,12,11,11,0
MS,F,R,GT3,T,yes,no,no,yes,yes,no,no,yes,teacher,teacher,home,other,17,1,0,96,10,10,7,1
MS,M,R,GT3,T,no,yes,no,yes,yes,yes,no,yes,other,teacher,course,father,20,1,3,67,15,14,15,1
GP,F,U,GT3,A,yes,yes,no,yes,yes,yes,yes,yes,services,teacher,other,father,18,3,1,97,17,17,20,0
MS,M,R,LE3,T,no,yes,yes,no,no,no,no,yes,services,teacher,reputation,father,20,3,0,16,17,18,15,0
MS,M,R,GT3,T,no,yes,no,no,yes,no,no,yes,health,teacher,home,father,15,4,3,97,6,8,9,1
MS,M,U,LE3,T,no,no,no,yes,yes,yes,yes,yes,teacher,other,other,mother,20,4,2,95,10,7,5,1
MS,F,R,LE3,T,no,yes,no,yes,no,yes,yes,no,at_home,services,course,mother,18,1,0,96,11,9,8,1
MS,M,R,LE3,T,no,no,no,yes,no,no,yes,no,teacher,at_home,other,other,17,3,0,36,12,11,11,0
GP,F,R,LE3,A,no,no,yes,no,yes,no,yes,yes,health,at_home,other,father,20,2,0,94,12,15,18,0
MS,F,R,GT3,T,no,no,no,no,no,no,yes,yes,other,other,course,mother,15,1,3,89,12,14,15,1
GP,M,U,LE3,A,no,yes,no,no,yes,no,yes,no,teacher,health,other,mother,15,1,3,94,19,18,20,1
MS,F,R,GT3,T,yes,no,yes,yes,no,no,yes,no,services,teacher,reputation,mother,20,3,0,94,12,13,13,1
GP,M,U,LE3,T,no,no,no,no,no,yes,yes,no,at_home,services,course,other,21,2,1,27,10,10,7,1
MS,F,R,GT3,A,yes,no,yes,no,no,no,yes,no,other,teacher,course,mother,18,1,3,37,5,3,1,1
GP,F,U,GT3,T,no,yes,yes,no,yes,yes,no,no,teacher,teacher,home,father,15,2,3,9,17,17,14,1
MS,M,U,GT3,T,no,no,yes,no,no,no,yes,no,other,at_home,other,mother,20,4,2,71,8,8,9,1
GP,M,U,GT3,A,no,no,yes,no,no,no,no,yes,services,teacher,reputation,father,18,4,2,99,6,5,4,1
MS,M,R,GT3,T,yes,no,yes,yes,no,no,yes,no,at_home,services,reputation,mother,20,1,0,82,17,16,17,0
GP,M,R,LE3,A,no,no,no,yes,no,yes,no,no,services,services,course,father,20,3,2,27,14,13,14,1
MS,F,R,GT3,A,yes,yes,yes,yes,no,no,yes,no,at_home,at_home,other,other,17,1,1,68,11,13,16,1
GP,F,U,LE3,A,no,no,yes,yes,yes,yes,yes,yes,other,other,course,mother,18,3,0,87,5,2,4,1
GP,F,R,GT3,T,yes,no,no,yes,no,no,yes,no,teacher,at_home,reputation,mother,17,2,0,6,9,6,3,1
MS,M,R,LE3,T,no,yes,yes,no,yes,yes,no,yes,at_home,at_home,reputation,other,17,3,3,83,14,13,14,1
MS,F,R,LE3,A,no,yes,no,yes,no,yes,no,yes,services,teacher,reputation,other,19,3,0,1,12,12,11,0
GP,M,R,LE3,T,no,yes,no,no,yes,yes,no,yes,at_home,health,course,other,18,1,2,56,8,6,4,1
MS,F,U,GT3,A,no,no,no,no,no,no,yes,no,other,other,other,father,16,1,0,9,11,9,6,1
GP,M,U,LE3,T,no,no,no,no,yes,yes,no,no,other,other,other,father,21,4,0,81,9,9,10,1
GP,F,R,GT3,A,no,yes,yes,no,yes,no,no,yes,other,other,course,mother,19,2,2,97,5,7,7,1
GP,F,R,GT3,T,yes,yes,yes,yes,no,yes,no,yes,teacher,teacher,reputation,father,19,4,3,13,15,18,21,0
MS,M,R,LE3,A,no,yes,yes,no,yes,no,yes,no,other,at_home,other,mother,18,2,1,73,15,16,14,1
GP,F,U,LE3,T,no,yes,yes,yes,yes,yes,no,yes,teacher,teacher,reputation,other,19,4,2,31,6,6,3,1
GP,M,R,GT3,A,yes,no,no,yes,no,yes,no,no,health,services,course,mother,19,2,1,52,9,7,10,1
MS,F,U,GT3,T,no,yes,no,yes,yes,yes,no,yes,at_home,health,other,other,21,3,1,2,17,18,17,0
MS,F,U,GT3,A,no,no,yes,yes,yes,yes,yes,no,services,health,other,other,15,3,1,47,11,13,12,1
MS,M,R,GT3,T,no,yes,yes,yes,no,no,yes,yes,teacher,teacher,course,mother,21,4,0,7,11,13,11,0
MS,M,R,GT3,T,no,no,yes,yes,no,no,no,no,teacher,at_home,course,father,21,4,1,8,13,14,13,0
GP,F,R,GT3,A,no,yes,yes,no,no,no,no,yes,services,other,other,father,17,4,3,74,7,5,2,1
GP,F,U,LE3,T,yes,yes,yes,no,no,yes,no,yes,at_home,services,home,mother,16,1,3,15,18,19,16,1
GP,F,U,GT3,T,no,no,yes,no,no,no,yes,no,other,services,reputation,father,18,2,3,97,8,10,12,1
GP,F,R,GT3,T,no,no,yes,no,no,yes,no,no,at_home,health,home,other,21,4,0,87,18,15,12,1
MS,F,U,LE3,T,no,yes,no,no,yes,yes,no,no,teacher,at_home,other,other,15,1,2,30,7,6,8,1
GP,F,R,LE3,A,no,yes,no,yes,no,yes,yes,yes,other,other,home,father,20,4,3,4,17,19,20,0
GP,M,R,LE3,T,no,yes,yes,no,yes,yes,no,yes,health,health,course,father,20,1,1,96,16,18,17,1
MS,M,U,GT3,T,no,no,no,yes,no,yes,yes,yes,services,at_home,reputation,other,16,4,0,93,12,13,14,1
GP,M,U,LE3,A,yes,no,no,yes,yes,no,no,no,at_home,other,course,mother,21,3,0,93,19,20,19,0
GP,F,U,LE3,T,yes,no,no,no,yes,no,no,no,other,teacher,course,father,21,1,3,78,16,13,15,1
GP,F,U,GT3,A,yes,yes,no,yes,yes,no,yes,no,services,at_home,course,father,16,3,1,38,13,10,9,1
GP,F,R,GT3,T,yes,yes,no,no,no,yes,yes,yes,at_home,services,course,mother,15,1,1,15,18,18,17,0
GP,M,R,GT3,A,yes,no,no,no,no,no,yes,yes,teacher,at_home,reputation,other,20,2,3,89,12,15,15,1
GP,M,R,GT3,T,no,yes,yes,yes,no,yes,no,yes,teacher,at_home,other,mother,18,2,1,63,6,4,5,1
MS,F,U,LE3,A,yes,no,no,no,no,yes,no,no,teacher,at_home,other,mother,17,1,0,75,14,14,12,1
MS,F,R,GT3,A,yes,yes,yes,no,no,yes,yes,yes,health,other,reputation,mother,21,4,0,82,5,7,8,1
GP,M,U,LE3,A,no,yes,no,no,yes,no,no,no,teacher,other,course,father,15,1,3,46,19,17,19,1
GP,M,U,GT3,T,no,no,no,yes,no,yes,no,yes,teacher,teacher,home,other,19,2,1,58,17,20,19,0
MS,M,U,LE3,A,yes,yes,no,no,no,no,no,no,teacher,teacher,other,other,20,2,2,98,9,6,4,1
GP,F,R,GT3,T,yes,no,no,no,yes,yes,yes,yes,other,other,course,father,21,3,3,19,6,5,3,1
GP,F,U,GT3,A,no,no,yes,yes,no,yes,yes,yes,services,other,home,mother,16,2,0,20,7,5,3,1
GP,F,U,GT3,A,yes,no,yes,no,yes,yes,no,no,health,health,home,father,19,4,3,52,13,11,11,1
